SubjectName 012,SessionNumber 1,ExperimentName sternbergComp,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Trial,NSPrac-OnsetError,NSPrac-OnsetTime,ProbePrac-OnsetError,ProbePrac-OnsetTime,ProbePrac-Mouse-IsCorrect,ProbePrac-Mouse-Responses,ProbePrac-Mouse-ResponseTime,TrialTable-Condition,TrialTable-CorrectResponse,TrialTable-NumberSets,TrialTable-Probes
116,0.01,1025035.1,0.16,1030068.44,0,No,1121.57,8,Yes,2 5 9 8 1 7 6 4 ,8
117,0.02,1031701.78,0.23,1036735.12,1,No,1430.95,6,No,2 7 4 1 8 5 ,9
118,0.01,1038668.46,0.17,1043701.8,0,No,1704.35,6,Yes,1 4 9 6 8 7 ,7
119,0.01,1045918.48,0.25,1050951.82,0,Yes,1278.34,4,No,3 9 7 1 ,4
120,0.01,1052735.15,0.16,1057768.49,0,No,1245.68,6,Yes,1 5 4 2 8 6 ,4
121,0.04,1059518.5,0.15,1064551.85,1,Yes,2350.37,4,Yes,6 2 5 8 ,6
122,0.01,1067418.52,0.16,1072451.86,1,No,1234.4,8,No,4 6 1 2 3 7 9 5 ,8
123,0.01,1074201.86,0.16,1079235.21,1,Yes,1587.1,4,Yes,1 4 5 3 ,3
124,0.02,1081335.21,0.17,1086368.55,1,No,1325.81,8,No,8 1 3 9 6 2 5 4 ,7
125,0.02,1088201.89,0.16,1093235.23,0,No,1243.14,6,Yes,8 2 6 5 9 3 ,2
126,0.02,1094985.24,0.16,1100018.58,1,No,979.87,8,No,4 9 6 3 5 7 2 1 ,8
127,0.02,1101501.91,0.24,1106535.26,1,Yes,1151.22,4,Yes,7 5 3 1 ,1
128,0.03,1108201.93,0.17,1113235.27,0,No,2035.87,6,Yes,9 1 7 3 2 4 ,4
129,0.02,1115785.28,0.26,1120818.62,1,No,1204.97,8,No,8 7 4 1 9 5 3 2 ,6
130,0.02,1122535.29,0.16,1127568.63,1,Yes,903.65,2,Yes,9 1 ,9
131,0.02,1128985.3,0.16,1134018.64,1,No,1340.01,8,No,9 6 5 8 7 4 2 3 ,1
132,0.01,1135868.65,0.16,1140901.99,1,Yes,1496.7,8,Yes,8 7 1 3 4 9 5 6 ,5
133,0.01,1142901.99,0.16,1147935.33,0,Yes,2007.35,8,No,7 2 9 1 5 4 3 6 ,8
134,0.01,1150452.01,0.17,1155485.35,1,No,1161.43,6,No,4 5 3 6 2 8 ,9
135,0.01,1157152.02,0.16,1162185.36,1,No,2045.48,4,No,5 2 7 1 ,8
136,0.02,1164735.37,0.17,1169768.71,1,No,2478.14,8,No,5 9 8 7 4 6 2 1 ,3
137,0.02,1172752.05,0.15,1177785.39,1,No,1597.49,8,No,5 7 8 1 3 4 2 6 ,9
138,0.01,1179885.4,0.16,1184918.74,1,No,1280.22,2,No,9 5 ,4
139,0.03,1186702.08,0.16,1191735.42,1,No,1119.54,4,No,1 2 8 7 ,6
140,0.01,1193368.76,0.16,1198402.1,1,Yes,1244.92,4,Yes,1 3 8 6 ,1
141,0.01,1200152.1,0.16,1205185.45,1,No,1429.62,6,No,4 9 6 8 3 1 ,5
142,0.02,1207118.78,0.16,1212152.13,1,No,990.98,6,No,2 1 7 3 6 9 ,4
143,0.03,1213652.13,0.22,1218685.47,1,No,1049.69,4,No,6 7 1 5 ,2
144,0.02,1220252.14,0.17,1225285.49,0,No,873.72,8,Yes,5 7 4 9 1 8 6 3 ,9
145,0.01,1226668.82,0.16,1231702.16,1,Yes,1266.6,8,Yes,3 2 8 6 1 7 5 9 ,5
146,0.01,1233485.5,0.16,1238518.84,1,Yes,1256.44,4,Yes,3 9 4 7 ,4
147,0.01,1240285.51,0.16,1245318.86,1,No,1144.45,2,No,6 5 ,8
148,0.01,1246968.86,0.17,1252002.2,0,Yes,2085.19,4,No,7 8 2 3 ,6
149,0.01,1254602.21,0.16,1259635.55,1,No,1171.87,6,No,4 2 5 7 8 1 ,9
150,0.01,1261318.89,0.16,1266352.23,0,No,1087.24,8,Yes,7 1 6 9 3 4 8 5 ,3
151,0.02,1267952.23,0.16,1272985.58,1,Yes,1765.95,8,Yes,6 3 4 9 7 5 1 8 ,5
152,0.01,1275252.25,0.16,1280285.59,1,No,1505.95,2,No,2 3 ,1
153,0.02,1282302.26,0.16,1287335.6,1,No,999.97,4,No,1 7 4 2 ,8
154,0.03,1288852.27,0.17,1293885.61,1,No,1194.02,6,No,9 1 8 3 2 5 ,4
155,0.03,1295585.62,0.17,1300618.96,1,Yes,940.7,4,Yes,9 6 1 2 ,9
156,0.01,1302068.97,0.16,1307102.31,1,No,1890.04,2,No,5 7 ,8
157,0.01,1309502.31,0.15,1314535.66,1,Yes,1320.04,4,Yes,4 3 9 2 ,4
158,0.03,1316368.99,0.17,1321402.34,1,No,1501.44,8,No,6 8 7 5 4 2 1 3 ,9
159,0.01,1323419.01,0.15,1328452.35,1,Yes,1451.48,6,Yes,5 9 1 7 8 4 ,4
160,0.01,1330419.02,0.16,1335452.36,1,No,1363.5,4,No,1 7 2 5 ,3
161,0.01,1337319.03,0.16,1342352.38,1,No,1735.54,2,No,2 7 ,4
162,0.02,1344602.38,0.26,1349635.72,1,No,1180.25,2,No,2 7 ,8
163,0.01,1351319.06,0.16,1356352.4,1,No,975.58,2,No,1 2 ,8
164,0.02,1357835.74,0.16,1362869.08,1,No,1186.95,2,No,5 9 ,3
165,0.01,1364569.09,0.16,1369602.43,1,Yes,1269.85,4,Yes,3 8 7 1 ,1
166,0.02,1371385.77,0.16,1376419.11,0,No,2461,6,Yes,9 3 2 1 8 5 ,9
167,0.03,1379385.78,0.15,1384419.12,1,No,1717.06,2,No,9 7 ,3
168,0.02,1386652.46,0.16,1391685.81,1,No,1570.41,8,No,6 9 7 5 8 2 1 3 ,4
169,0.01,1393769.14,0.15,1398802.48,1,Yes,1461.76,8,Yes,5 8 2 1 4 9 6 3 ,3
170,0.01,1400769.15,0.16,1405802.5,1,No,1085.79,4,No,2 6 8 5 ,1
171,0.01,1407402.5,0.15,1412435.85,1,Yes,1236.48,2,Yes,8 2 ,8
172,0.02,1414185.85,0.15,1419219.19,1,Yes,2718.32,6,Yes,7 1 8 9 2 3 ,2
173,0.03,1422452.53,0.15,1427485.87,1,No,1010.56,4,No,6 1 5 3 ,4
174,0.02,1429002.54,0.16,1434035.88,1,Yes,2372.6,2,Yes,4 1 ,1
175,0.01,1436919.22,0.22,1441952.57,1,Yes,1431.95,6,Yes,8 6 1 4 7 2 ,2
176,0.01,1443885.9,0.16,1448919.25,1,No,1417.29,8,No,6 3 8 4 5 7 2 9 ,1
177,0.02,1450852.58,0.15,1455885.93,1,No,1098.68,4,No,8 7 1 3 ,6
178,0.03,1457485.93,0.16,1462519.27,1,No,1569.91,4,No,2 4 9 5 ,8
179,0.02,1464602.61,0.15,1469635.95,1,Yes,2084.77,8,Yes,8 9 4 1 7 6 3 2 ,7
180,0.01,1472235.96,0.16,1477269.3,1,No,1771.46,6,No,7 5 1 3 2 9 ,6
181,0.02,1479552.64,0.15,1484585.98,1,No,1063.6,6,No,3 4 9 6 8 2 ,1
182,0.03,1486152.65,0.16,1491186,1,No,1526.81,4,No,4 8 1 5 ,9
183,0.02,1493219.33,0.22,1498252.68,1,Yes,1652.18,8,Yes,8 9 5 2 1 4 7 6 ,6
184,0.01,1500419.35,0.16,1505452.69,0,No,1484.24,6,Yes,1 6 9 8 5 2 ,8
185,0.02,1507452.69,0.15,1512486.03,1,No,1181.29,2,No,8 5 ,3
186,0.03,1514169.37,0.16,1519202.71,1,Yes,1950.26,2,Yes,5 7 ,5
187,0.03,1521669.39,0.15,1526702.73,0,No,1788.53,6,Yes,9 5 6 8 1 2 ,2
188,0.01,1529002.73,0.15,1534036.08,1,No,1436.98,8,No,2 8 3 7 9 4 5 6 ,1
189,0.01,1535986.09,0.15,1541019.42,1,No,2469.71,2,No,8 1 ,2
190,0.02,1544002.76,0.16,1549036.1,1,Yes,1301.03,4,Yes,9 2 8 5 ,5
191,0.02,1550852.77,0.16,1555886.12,1,No,1611.07,4,No,2 3 8 6 ,9
192,0.01,1558002.79,0.15,1563036.13,1,Yes,1773.11,4,Yes,6 9 8 5 ,8
193,0.02,1565319.47,0.15,1570352.81,0,No,1912.48,6,Yes,5 1 2 4 8 9 ,4
194,0.01,1572769.48,0.16,1577802.83,0,No,3678.54,6,Yes,4 1 5 3 9 7 ,5
195,0.01,1581986.17,0.22,1587019.51,1,Yes,1973.89,4,Yes,5 8 6 7 ,6
196,0.02,1589502.85,0.16,1594536.19,1,No,1817.26,4,No,8 2 3 4 ,7
197,0.01,1596869.53,0.15,1601902.87,1,No,1178.63,6,No,7 8 3 9 5 1 ,4
198,0.01,1603586.21,0.16,1608619.55,1,Yes,1645.98,6,Yes,4 5 8 9 7 3 ,9
199,0.01,1610769.56,0.25,1615802.9,1,Yes,1502.67,4,Yes,9 8 6 7 ,8
200,0.02,1617819.57,0.26,1622852.91,1,No,13956.77,4,No,4 6 8 1 ,3
