SubjectName 008,SessionNumber 1,Experiment Name: SternbergMobile_fixedList,

Trial,NSPrac-OnsetError,NSPrac-OnsetTime,NSPrac-StimulusOnsetError,NSPrac-StimulusOnsetTime,Mask-StimulusOnsetError,Mask-StimulusOnsetTime,ProbePrac-OnsetError,ProbePrac-OnsetTime,ProbePrac-StimulusOnsetError,ProbePrac-StimulusOnsetTime,ProbePrac-TouchScreen-IsCorrect,ProbePrac-TouchScreen-ResponseTime,ProbePrac-TouchScreen-Responses,Feedback1-StimulusOnsetError,Feedback1-StimulusOnsetTime,TrialTable-Condition,TrialTable-CorrectResponse,TrialTable-NumberSets,TrialTable-Probes,
41,0.023333335295319557,13067934.677833335,2.8060416672378778,13067937.460541667,5.1063333339989185,13070942.566875001,3.5405000001192093,13072946.107375002,5.4874583315104246,13072948.054333333,1,830.19983333535492,no,6,No,5 7 6 1 9 3,4,
42,0.024291668087244034,13074281.812833335,2.7271250002086163,13074284.515666667,5.0733749996870756,13077289.589041667,3.4260833337903023,13079293.015125001,5.3788750004023314,13079294.967916667,1,1025.249666666612,no,8,No,1 4 2 8 5 3 6 7,9,
43,0.023375000804662704,13080835.483625,2.6802500002086163,13080838.1405,4.4327083341777325,13083842.573208334,3.4282083325088024,13085846.001416666,5.5317083336412907,13085848.104916668,1,1128.1896666660905,yes,6,Yes,5 4 1 8 6 9,9,
44,0.02408333495259285,13087485.774500001,2.8132083341479301,13087488.563625,5.0774999987334013,13090493.641124999,3.6431250013411045,13092497.28425,5.5926250014454126,13092499.233750001,1,873.1140000000596,yes,4,Yes,6 9 3 1,3,
45,0.023749999701976776,13093883.986916667,2.6724583320319653,13093886.635624999,4.460416667163372,13096891.096041666,3.5521250013262033,13098894.648166668,5.4686666671186686,13098896.564708333,1,675.2127916701138,yes,2,Yes,3 9,3,
46,0.024000000208616257,13100084.493458334,2.6685833334922791,13100087.138041668,6.2341666668653488,13103093.372208335,3.4815833326429129,13105096.853791667,5.5272083319723606,13105098.899416666,1,1127.9583333339542,yes,4,Yes,2 6 1 4,6,
47,0.025333333760499954,13106736.953416668,2.8635833319276571,13106739.791666666,4.3672083355486393,13109744.158875002,3.5412083324044943,13111747.700083334,5.8434583321213722,13111750.002333334,1,1388.019624998793,no,4,No,5 1 8 4,6,
48,0.024499999359250069,13113653.902416667,2.7933750003576279,13113656.671291668,5.1054999995976686,13116661.776791668,3.4482916668057442,13118665.225083334,5.37795833311975,13118667.154750001,1,720.86641666665673,yes,6,Yes,1 9 4 7 8 5,4,
49,0.024208333343267441,13119902.129958335,2.627291664481163,13119904.733041666,5.0653750002384186,13122909.798416667,3.4152916669845581,13124913.213708334,5.7160000000149012,13124915.514416667,1,1730.0537499971688,no,2,No,1 8,5,
50,0.024624999612569809,13127152.604125001,2.8880416676402092,13127155.467541669,5.267708333209157,13130160.735250002,3.5293333325535059,13132164.264583334,5.5669999998062849,13132166.302250002,1,2113.6388333328068,no,8,No,7 5 3 9 8 1 4 6,2,
51,0.02500000037252903,13134787.066083334,2.7630416676402092,13134789.804125002,4.2951249983161688,13137794.09925,3.4267500005662441,13139797.526000001,5.3261249996721745,13139799.425375,1,765.18195833452046,yes,6,Yes,3 2 8 4 7 6,2,
52,0.023583332076668739,13141068.849708334,3.0450833328068256,13141071.871208334,5.083874998614192,13144076.955083333,3.4182916674762964,13146080.373375,5.3530416674911976,13146082.308125,1,957.73004166781902,no,4,No,4 7 3 5,6,
53,0.024583334103226662,13147553.791000001,2.8184166662395,13147556.584833333,5.0850416664034128,13150561.669875,3.5037083346396685,13152565.173583334,5.4403750002384186,13152567.11025,0,1152.4676666669548,no,6,Yes,3 2 5 6 9 8,9,
54,0.024500001221895218,13154239.500500001,2.835416667163372,13154242.311416667,5.0657083336263895,13157247.377125001,3.5181250013411045,13159250.895250002,5.4797499999403954,13159252.856875001,1,1710.687166666612,yes,8,Yes,8 4 3 9 1 2 6 7,7,
55,0.025333331897854805,13161473.337458333,2.8281666673719883,13161476.140291668,5.1150000002235174,13164481.255291669,3.5067499987781048,13166484.762041667,5.4602083321660757,13166486.715500001,1,3103.7705000005662,yes,8,Yes,1 5 7 6 4 3 9 8,3,
56,0.024208333343267441,13170107.145833334,2.8155833333730698,13170109.937208334,5.1828749999403954,13173115.120083334,3.5504166651517153,13175118.670499999,5.6857916675508022,13175120.805875001,1,2412.7611666675657,yes,8,Yes,1 4 7 8 2 3 6 9,6,
57,0.024499999359250069,13178039.486625001,2.9620416667312384,13178042.424166668,5.0635833311825991,13181047.487749999,3.4462500009685755,13183050.934,5.4867916684597731,13183052.974541668,1,1080.2542499992996,no,2,No,8 6,7,
58,0.023624999448657036,13184638.952833334,2.6830833330750465,13184641.612291668,5.2114166654646397,13187646.823708333,3.4390833340585232,13189650.262791667,5.3623750023543835,13189652.186083335,1,862.01254166476429,no,2,No,7 1,4,
59,0.024000000208616257,13191022.952500001,2.8931666668504477,13191025.821666667,5.1524583324790001,13194030.974125,3.4372083339840174,13196034.411333334,5.6903750021010637,13196036.664500002,1,826.65649999864399,no,2,No,4 3,2,
60,0.02395833283662796,13197373.102875,2.8847916685044765,13197375.963708336,5.0799583327025175,13200381.043666668,3.4396249987185001,13202384.483291667,5.4186666663736105,13202386.462333335,1,1381.3808333314955,no,6,No,9 1 4 2 6 7,8,
61,0.023291667923331261,13204273.431333335,2.8026250004768372,13204276.210666668,5.477958332747221,13207281.688625,3.5203333329409361,13209285.208958333,5.5422083325684071,13209287.230833333,1,1339.5530833359808,yes,8,Yes,6 9 4 8 1 6 3 5,6,
